,men_HCW011_RPLCneg,woman_Pt122_RPLCneg,woman_HCW019_RPLCneg,woman_Pt085_RPLCneg,men_Pt007_RPLCneg,woman_Pt038_RPLCneg,woman_HCW099_RPLCneg,woman_HCW080_RPLCneg,woman_Pt070_RPLCneg,woman_Pt044_RPLCneg,woman_HCW114_RPLCneg,woman_Pt032_RPLCneg,men_HCW237_RPLCneg,men_HCW059_RPLCneg,men_Pt095_RPLCneg,men_Pt010_RPLCneg,woman_HCW035_RPLCneg,men_Pt025_RPLCneg,men_Pt089_RPLCneg,men_Pt063_RPLCneg,men_HCW574_RPLCneg,men_Pt068_RPLCneg,woman_Pt164_RPLCneg,men_Pt047_RPLCneg,men_Pt074_RPLCneg,men_Pt020_RPLCneg,men_Pt110_RPLCneg,woman_Pt036_RPLCneg,men_HCW578_RPLCneg
Label,HC,COVID,HC,COVID,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,COVID,COVID,COVID,HC
295.2254@479.09,514635.93525,808987.59977,663088.2846,645811.73195,896025.97913,1002011.95961,605406.76632,622453.56309,921342.46181,545980.26149,902094.90609,780411.04026,575466.38204,700914.25685,869902.9375,685401.71532,404876.60012,881635.83076,669347.07613,1093112.074,739127.1451,758578.87955,952030.93589,551535.47725,801110.35031,819782.38347,919479.79174,869957.18695,544255.73412
295.264@512.34,587902.53067,2225588.69313,1550710.82786,890720.89948,2610193.3349,3029122.78886,875667.12516,610739.87109,2636686.95926,627439.28365,2175450.73517,1662395.28315,759220.71112,1239594.10789,2141742.27107,1348109.62043,313174.18033,1978571.26697,1142102.35393,3988397.40433,1464588.62318,2058333.88095,3934079.11407,546964.24054,2207947.86375,1807115.32901,1937800.42234,2852085.37039,1474995.84214
295.7352@636.65,26669.87298,19051.97912,32578.83317,22264.00642,29601.67078,15240.86721,13196.77914,19952.02101,23594.07143,18454.14107,20940.08361,31856.53261,25881.29076,28720.32841,33660.49932,25509.64344,21760.24793,31295.88405,21159.55288,28516.57217,32248.37288,26249.00648,21565.71383,21580.53172,18338.98409,20985.52813,23961.80076,29238.6563,19213.57147
296.2225@315.52,300308.483,322372.09798,302816.94884,313455.84606,307757.27887,342333.23552,270612.90714,315416.00049,315267.32453,321442.70756,307080.02318,279416.01926,313443.82456,288204.62351,291846.54494,286359.09386,316827.76703,307064.79816,298269.84483,294288.10177,307612.35884,288871.52618,317864.06143,295119.1803,282786.56961,306509.48634,298211.23748,305888.69926,311464.56026
296.2279@479.12,106854.5235,148519.15763,128260.62592,124376.15013,156156.70194,175682.16617,117782.15816,123275.36407,163235.0932,106134.31722,160304.53602,143839.319,114874.74488,137182.81667,161426.58656,133169.6303,87687.12859,155101.60671,130017.07843,185120.88906,136102.1251,140205.80146,164931.3934,109153.76015,146177.84602,148625.71533,163959.67935,149082.54598,109043.97056
296.267@512.31,127547.83691,471212.65746,324243.25801,181224.02942,557929.39393,647235.31837,180886.21097,128034.26301,554628.71383,128326.33756,454211.5032,347270.7927,154628.16715,257460.78645,453369.28381,281316.69109,69894.15624,414074.91354,238206.44583,861413.52422,304471.45576,434462.30085,849748.1675,116311.6299,462012.85606,379624.91071,405306.39584,605212.31517,308898.75196
296.7968@137.83,47527.07172,34706.50884,40939.83578,40181.39788,38998.86456,37402.72941,64999.34781,35822.00866,37949.76816,36459.95362,35871.88154,41293.24924,37822.61824,44552.21751,40797.93934,41562.78132,36233.20657,45233.82107,51390.70765,44808.19945,46652.81587,37795.79074,35942.65359,38621.71728,50846.31044,35820.56005,30880.35857,37200.00601,34850.28344
296.825@636.63,39600.44119,128884.19935,71895.42464,106573.01874,82059.43954,91547.58702,16811.15487,115020.58445,90906.2356,112592.18998,107382.35401,63832.72578,102725.61416,48557.41719,82511.15193,29874.08216,121286.93095,49780.88545,27734.03864,41947.84065,62259.48677,99756.50116,114874.54473,109139.16739,24951.17927,114211.94772,106448.25012,90273.09415,115306.47899
297.046@524.39,28444.13359,44300.88183,26028.17229,41621.65818,25411.65571,38702.407,43943.68345,31455.64617,39105.07529,35120.48528,32932.63888,34302.70733,32568.65503,32214.11582,33165.67853,26488.57435,27298.46632,29314.45817,24138.64385,15851.53381,29410.45912,29072.9032,44368.11416,30769.7878,53121.45898,28336.4182,33759.74104,32019.32715,29789.62981
297.1157@308.04,32265.66248,34165.33165,32491.8927,34006.4242,33047.32784,37296.79235,29448.96022,32427.41956,34396.6101,33575.63175,32732.69224,32376.33846,33976.27186,32410.48788,34208.50858,30401.28603,33002.36107,32373.35066,19146.37696,30788.71199,33320.54561,33600.25374,35236.22359,31641.05266,30826.13835,32070.64914,32777.31408,31465.01282,32219.85929
297.1521@602.36,1458070.41926,436578.60086,1245736.23433,576837.47993,1051455.00058,1035493.13051,1437834.39468,722173.75672,313940.83614,475689.7195,254399.62519,1383135.01294,508700.07936,1806945.31024,1258157.52323,2625260.38991,617322.65056,1313169.36776,2980885.27193,898079.03121,1638336.66035,395434.28308,600160.54744,529810.35849,2720810.68959,515158.88622,594902.25849,620391.2073,623424.73202
297.1521@626.08,1177479.4051,261723.43926,750283.56902,366588.99381,595242.62973,594504.73499,1940295.01885,290324.53066,364638.62222,259978.15429,279922.85504,818118.67794,413954.57757,970519.09207,718061.15054,1412731.12521,289009.1081,1140706.04886,1577489.40214,1091104.34163,881852.92524,434534.42411,300421.7024,314271.12372,1701397.36891,302141.24718,353945.80945,488090.97752,258486.54707
297.1521@569.13,2008116.0428,437035.70774,1251020.42219,650317.92153,1033127.9756,937227.62088,6846988.41473,1323418.73862,1700945.45254,463994.46016,301900.97415,1372039.02918,775843.10583,4968075.69276,1363663.33131,2064881.14495,421740.84902,1690979.29481,1986303.16914,1552935.32027,1586213.15417,819957.16008,574665.40094,1273902.16425,2190320.18768,455057.77679,303402.25483,844188.65283,448252.51268
297.1526@523.43,9628604.00975,3404474.36814,7381733.01677,3601705.60613,5360659.28793,6286398.32628,8492725.53209,3313902.88087,4437407.22606,3170296.58027,3835018.71961,6161583.42545,4567414.21045,9690032.59283,6282679.87706,12084029.09432,3412595.60503,7393535.86082,11111899.79917,7159955.90303,8643556.21755,5141755.11672,3930763.46293,3751794.24847,10029316.72522,3518902.08817,4235380.19121,4566276.1382,2776195.87825
297.1526@341.61,1961711.16203,2035636.50077,2005789.84279,1830780.04398,2214694.53306,1925391.82015,2046720.50906,1797006.39555,1834558.23798,1885328.9661,1872654.4933,1866484.35657,1853791.81601,1946303.59596,2384674.22937,2208003.63613,1870948.6495,1396224.41388,1948757.03377,2105440.1769,1912742.11962,1775196.75489,1845595.63113,1704802.24808,1915750.63129,1293201.47606,1711958.02758,2104309.38165,1809474.07882
297.2256@315.52,50995.06979,57874.26797,51851.9477,53706.3229,52361.04382,56218.75078,50509.55453,54020.36574,57511.29301,54637.27664,49561.36807,53107.26674,54062.08551,47371.71693,48808.30333,47759.89065,55028.29048,50469.26597,49019.18871,53948.4982,54066.41833,51740.25,52206.1809,53066.98889,45837.84804,52857.63448,51110.47828,52807.54608,54159.98582
297.277@517.93,297739.12088,310850.54297,284068.74311,305224.28298,253344.22045,436089.74648,303106.43898,249783.63176,516638.31053,246875.43228,371376.86852,243826.75386,326705.95312,331294.5658,528037.81247,178216.15498,247650.0453,306387.12013,332103.85057,184555.18933,277405.25931,353263.32704,215800.72117,231673.14896,327158.89999,382894.3146,272458.1349,255973.15538,362004.00508
297.7322@636.67,34025.23476,23849.2133,40970.01959,29652.37399,38440.13088,39154.50897,20170.13953,25454.72986,31152.3502,24203.78327,26113.90482,19924.64872,33426.7911,36249.24178,43092.31109,32194.62497,26575.9141,39854.39138,26556.95608,36632.69412,40932.11134,32411.66374,26331.59355,27033.47101,22919.9257,25574.09212,29667.38219,38705.01306,23583.44403
297.825@636.54,11839.09954,30737.13102,18090.612,27491.57658,22427.8453,22962.67738,5163.18446,26139.93947,27208.19189,28887.15225,28320.29176,16406.31125,23666.54851,14235.8307,20734.07602,9405.93265,29882.99089,11287.43852,7388.84222,11948.48063,16497.15348,22995.06623,28768.26721,29033.96761,6900.15465,30958.72132,27574.36007,22386.86727,31388.76676
298.1554@523.46,1686172.73688,465480.78487,1401870.51596,783139.3948,1221971.75665,790086.55207,1520931.00585,544376.33911,506975.35125,613641.27475,697659.30498,804782.64132,658364.59379,1815888.23692,1011098.54969,1159201.42822,634801.64624,1249344.59765,1554334.53309,1243341.61798,1597587.49839,503866.57944,489881.56645,687784.22612,1103604.31188,439561.61097,565341.78346,698006.75224,336493.45311
298.1555@482.06,661562.1918,97598.33709,240437.59096,98866.42877,173957.66371,152079.18544,380024.63214,196364.40871,117615.15299,154058.10197,118928.33011,221888.61908,225571.88147,275124.94319,239492.62516,341380.7103,138835.8397,338219.38581,358949.36795,235062.23313,290077.98819,172745.69604,103984.68546,130585.39553,434577.90083,97426.36123,125492.63844,156527.27523,143951.98311
298.1555@341.52,360658.50744,374506.49107,372449.90202,335312.34225,403647.7277,352909.08638,375299.25873,330112.42298,336877.26535,340511.07218,9835.75415,340118.67608,335349.74112,357587.1966,433104.86782,409112.72749,341819.69829,257223.34902,362371.36271,384394.85832,351316.87758,327571.31299,336072.24473,309414.71512,356828.77854,238267.21862,312733.35423,374165.07541,337451.99632
298.2741@415.22,6063.50065,20025.23747,9188.22803,16329.07846,12008.03162,14378.84685,3884.0748,17173.27923,16966.84985,19448.80996,17292.3897,8806.58003,14220.71877,6562.75257,10113.15577,4771.88325,17842.81566,6349.93409,3974.85272,6354.36344,8504.05641,13254.47676,17171.59952,17220.68943,3536.89943,19654.13686,15482.17268,12976.17221,19596.39257
298.7336@636.79,4436.69853,3319.92454,3970.16386,3092.12507,5034.84902,5317.46223,1805.43788,28464.60181,3346.8563,37637.97102,21908.85876,3822.21927,3848.30688,4313.15977,4020.78611,4723.23187,30751.81015,3335.29235,15175.07107,2548.47406,4878.8983,14114.97961,1556.25732,22958.86156,2657.79657,38204.0807,2654.62724,4560.37015,17457.46539
299.0058@32.35,79404.29224,77625.03079,72878.68372,81011.81357,79211.2535,77759.89073,73421.37105,73230.70565,74668.42439,76791.95494,76573.66034,72614.61402,81118.48483,76580.20419,74086.01882,76736.44309,95277.01503,78476.83856,75349.42687,76619.62626,82458.77973,78443.91608,57395.74951,79992.44096,73524.94529,75315.95478,75027.95785,74609.40855,48906.10388
299.2008@395.61,67499.34986,67298.32525,64308.38753,62274.40918,65134.84923,69824.4515,65460.24896,63375.88745,63706.49547,62817.61291,64046.1454,63212.60798,61884.18068,65617.63449,67185.99989,67126.28436,62427.12676,64763.32941,65748.11422,66074.10646,63474.37087,71737.55686,69379.54581,60038.87474,70287.84056,62164.61765,70057.1147,64009.46959,62912.36897
299.7746@636.42,17353.63959,10604.73143,19636.58695,14353.07436,9798.11521,18147.68897,10214.41065,120832.00564,14941.61004,121442.23365,12479.2012,19902.98382,15312.15496,64005.06099,20133.53883,41511.00804,14214.48371,63923.5236,12662.11481,17538.16042,85043.9887,16024.8136,12370.4977,127627.63628,11185.05629,130824.50759,124373.9858,19434.9367,127640.91566
300.2042@395.6,12027.67285,13718.51409,12861.87766,12657.19596,12880.53785,14130.74452,12761.066,11891.57842,13045.9242,13031.73416,14093.60926,13773.30898,12801.07106,12315.04925,13456.01296,12855.77674,11823.01234,11690.29297,11998.11913,12544.96203,12392.02112,14472.6354,13927.57928,12582.21992,12704.34196,13075.64079,14395.23113,12875.84378,12242.23356
301.0709@207.66,7068.35116,21519.43397,7921.46342,12246.19078,7548.55899,9946.08939,7815.99917,16093.15322,12617.2912,20293.43906,16846.0865,7401.21003,10059.56867,6762.58213,7898.87622,7404.4076,17358.4767,6878.43068,7954.77603,7118.49475,8098.55058,9548.47176,15794.9212,15870.366,6068.39249,20273.81667,12406.92128,9327.66387,20230.74583
301.1549@298.73,16743.79049,17305.20408,17448.58143,18028.15786,16827.39615,20436.89391,17732.67719,16817.08909,17861.30743,18536.88957,17841.11652,18392.45251,17836.65991,17282.85261,17836.10628,16774.59057,16872.63552,18108.26933,16795.60967,5480.78988,18067.57992,18313.90218,18088.91758,18372.04406,17110.40365,17730.48629,17443.47558,16942.23341,17964.60869
301.216@446.56,92148.18279,116238.67482,99675.42822,90737.85227,119381.82923,113477.52606,99515.9745,86381.8295,102597.76346,99427.74447,120325.37804,115889.5878,83653.33414,99644.09233,119704.35415,104807.24654,79010.20332,113878.64506,100567.34456,138769.92677,100758.99451,103931.7678,131043.91412,88580.49486,110736.43121,114544.10667,103307.42624,98897.71467,93554.69423
301.2165@407.14,94053.44112,138875.67748,116847.93495,44202.48177,180141.91952,316605.71978,83235.64385,51939.0794,180676.80309,71629.07669,269836.82405,309461.8856,76223.63373,52473.86974,57513.19617,64516.78578,23398.358,87673.21227,57440.18513,383530.93314,152765.57106,62385.18271,125295.29068,18651.86178,142020.06707,161891.63408,180548.14289,52721.28009,45937.74948
301.7664@137.54,40309.45854,32836.65321,39959.24159,34584.9781,35918.08183,32411.50818,55097.01814,31981.13663,32351.377,30309.19583,10397.05379,34745.61646,33709.62994,38844.46413,35383.01109,34196.87961,32374.98808,39732.56211,41161.76271,40775.85558,36890.28265,34476.09296,30014.92387,35325.60149,42321.76842,31132.50335,31196.93,31979.7771,27192.95637
302.2195@446.55,19001.49794,22294.01206,19575.73571,17342.18773,24135.10339,21467.04694,4357.8676,16921.18113,20657.19933,18867.0613,23148.22552,23033.418,17782.56745,20281.96609,25013.90748,20735.79718,16661.53732,22766.78873,20210.74112,25395.68452,20084.47544,20202.25249,25100.14584,18021.4004,22118.94108,21757.04418,20328.46674,19816.85023,18421.08358
302.2198@407.02,20128.05377,29195.85075,22427.92033,8832.89755,35085.86192,63117.9078,16230.17388,10737.35739,37552.978,14239.1015,55455.16553,65803.29432,16684.91428,9603.31928,11945.49759,13456.93732,4875.17274,16782.06267,11474.32404,62233.43326,31988.01065,12133.20531,27143.59853,3301.12418,30315.86308,33319.20626,37534.49583,10286.2136,8986.60897
303.2325@484.88,398127.24913,113421.6842,197738.06601,179832.64124,166336.70697,115134.59464,182719.30853,172737.96955,127265.92851,216845.20565,135411.95936,141712.40746,183255.62136,185838.98431,147116.21351,218662.3641,205862.48028,171442.7863,202191.94068,114012.70817,163582.14096,181895.27365,165128.66538,162912.38639,166046.5076,125998.44593,146819.98517,114119.99476,179708.36841
303.2328@438.79,1410811.88428,3026641.50473,1218185.71376,2145915.33943,4159288.06037,4684594.68926,1632735.00498,1813413.31722,3962590.0381,1785487.38236,3599843.68529,1998803.30689,1085145.23285,2548567.12962,4010129.99329,2312444.03111,245216.25236,3031550.55517,3356329.40518,5378209.19109,1989817.03254,3484561.0329,4919730.95973,842368.18399,4796168.92438,4790444.84314,3312733.16429,1873572.72006,1676899.97954
303.7642@137.51,69708.12502,53669.61502,61845.45489,58984.89096,61015.08494,61931.99406,89468.32166,53051.94693,57517.71863,52975.7862,55180.13508,62778.26495,57983.17173,64225.79378,59372.36306,55542.82649,57118.69084,64351.66884,67817.58761,63621.1779,65338.3917,57537.43784,56731.01255,56597.02495,69059.0334,54900.23435,53541.35262,50270.30107,49833.32163
304.2362@438.81,317737.3712,693679.06841,273613.45279,487284.86368,942522.27612,1049514.1531,349730.5394,410687.16407,901881.91476,407670.12566,822624.79738,447572.7604,237354.25409,582637.89529,915912.39294,525281.21261,47711.77822,690320.04476,759689.621,1209978.33939,449578.43016,793021.59024,1108490.65578,186383.61583,1091467.41672,1081833.58673,755648.81024,420658.56467,371379.1589
304.9491@653.44,27307.55552,30564.17591,31466.54702,29180.93737,29051.7634,28497.14252,26279.73918,30108.14088,28336.80178,31979.27395,31831.07646,28460.5244,30850.09681,31624.12999,30043.35163,30017.90392,31095.51152,25416.42673,33313.79542,27931.8644,32384.7494,27718.2588,29292.26855,27422.41466,29656.67271,29202.0052,30220.17623,29973.84892,29977.87223
305.0811@301.48,80491.15319,118996.08985,93971.94715,120200.79607,100654.71455,104917.56897,71639.94905,110236.50485,111089.06535,117860.41187,109448.53601,93933.01589,106540.74559,89855.4135,98097.73953,79780.57501,107074.10793,86015.67696,77148.56446,85406.27036,92280.62434,102101.55197,110476.33735,106104.27693,73792.19248,113363.31085,116973.73337,98851.43469,116337.14953
305.2479@513.65,423889.14546,734344.18732,372961.70237,341808.17016,343905.16551,821950.74203,408569.98225,384256.039,341431.29108,336649.24665,795869.8187,368228.59985,343226.05516,397770.48859,383849.36923,415541.70581,374723.15192,803739.16073,404146.52603,867732.62721,397738.27559,341639.05666,803197.43939,361045.55654,883265.02071,348197.24267,782339.30133,793495.81219,341425.73609
305.2479@503.98,433561.56678,355409.87755,758644.61156,363695.1729,378912.91232,426143.38127,854499.13724,438542.92138,350117.19554,705882.28014,397432.02085,373479.4167,744443.64746,427569.23579,413492.41576,856850.9078,409734.7172,399793.46673,381449.46881,440976.25488,815382.4159,368316.55723,416417.10644,732627.17006,441341.78025,370782.24496,397948.60976,396957.76322,343543.39385
305.2481@464.67,322490.66347,1025590.33583,474213.6079,396014.40157,1960509.1034,1791084.0026,795525.25403,585572.38353,1259160.43733,431105.94279,1184058.95867,854698.35157,594458.49894,530927.48036,771862.54781,505784.4104,90571.4827,739828.23028,697261.42914,1453058.80476,663496.64463,801175.17948,878409.79416,211200.92862,1028718.59827,1460852.77761,925871.82569,577589.86433,653514.12136
305.7623@137.63,39384.03462,30536.30145,41631.5668,34899.12645,37532.18757,37596.41125,51726.33465,34022.03764,36149.56901,32916.04159,33597.83779,37177.02928,35644.57661,39835.63988,37072.68952,34435.49071,32322.84703,38661.66841,41828.45311,41403.95449,43308.16279,35240.14182,30181.13492,36900.17974,42836.00718,35486.33468,32140.4719,28541.09042,33493.90272
306.0845@301.48,15611.64396,25130.30139,18100.31908,24624.24711,19086.32253,20535.28301,14362.12113,22385.07969,21182.39328,23096.59538,23183.10916,18566.76119,22061.8072,17556.05291,18469.65488,15936.93881,19012.94417,17675.34092,14031.25753,15845.82388,18533.00854,19953.05989,22301.2751,22107.8171,14293.20341,21257.66262,22465.43965,19792.44309,23468.69872
306.2512@464.71,66660.60249,229145.88162,103091.1667,82078.14789,446707.38528,404862.45917,169874.17293,117478.04091,280833.1201,91440.57526,265111.023,188423.53223,126789.81484,109681.63794,171732.1484,103188.37061,17190.3296,158524.55437,155512.76964,320370.80834,143480.89163,173130.82336,195773.1103,44772.80914,227915.60582,327645.73502,201030.1011,125435.16863,145369.81544
306.2513@513.71,78644.79939,146316.4005,151829.29434,69532.09161,72250.47237,164101.37439,171008.98778,74613.66491,67385.21339,144889.73217,150789.43004,147516.14612,143894.16857,78413.29745,167175.02837,175704.78944,76292.25737,157368.8377,176431.30016,170765.76491,165965.94992,148464.95247,160614.87203,151075.01343,173657.69312,72017.18717,72090.59447,156920.39765,140412.21135
