,woman_Pt070_RPLCneg,woman_Pt113_RPLCneg,men_Pt027_RPLCneg,woman_HCW099_RPLCneg,men_Pt025_RPLCneg,woman_Pt019_RPLCneg,woman_Pt058_RPLCneg,woman_Pt087_RPLCneg,woman_HCW045_RPLCneg,woman_Pt123_RPLCneg,men_Pt074_RPLCneg,men_Pt063_RPLCneg,woman_HCW008_RPLCneg,men_Pt013_RPLCneg,woman_Pt032_RPLCneg,woman_HCW103_RPLCneg,woman_Pt092_RPLCneg,men_Pt010_RPLCneg,woman_HCW019_RPLCneg,men_HCW237_RPLCneg,men_Pt020_RPLCneg,men_Pt116_RPLCneg,woman_HCW035_RPLCneg,woman_Pt122_RPLCneg,men_Pt068_RPLCneg,men_Pt007_RPLCneg,men_HCW012_RPLCneg,woman_Pt085_RPLCneg,men_HCW036_RPLCneg,men_HCW059_RPLCneg
Label,COVID,COVID,COVID,HC,COVID,COVID,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,COVID,HC,COVID,COVID,HC,HC,COVID,COVID,HC,COVID,COVID,COVID,HC,COVID,HC,HC
293.248@474.68,69188.93119,81062.46174,12626.50919,24369.06815,56906.94916,142275.7358,104789.55409,64127.43901,29616.90211,86643.53582,67600.88646,138231.98445,58408.35604,70177.43601,64718.89135,32504.85983,52207.42684,34700.90725,42887.38392,32152.86229,48990.82349,43204.1647,8075.60519,64043.71421,66862.60393,93284.67009,7104.81368,27849.14696,49358.83934,37398.56241
724.9781@519.48,30514.63,32029.06883,32798.88465,60600.77787,39628.22761,58596.25898,36597.89465,37290.2003,36748.87773,33356.55983,57954.65993,43294.43261,27191.38653,50717.83668,39628.62821,26017.82704,28579.79413,45635.30033,35512.69696,32722.37166,28644.80985,32086.5874,29186.14657,25556.56275,33487.41497,34222.51195,30314.28356,33230.48505,40474.29548,42078.91677
518.9634@654.19,19166.23165,20107.35719,19413.2405,19744.05165,20490.79409,19583.87501,19831.13489,19454.58189,17056.36913,19046.54557,20390.82745,19251.76647,19455.86698,19743.72343,19098.12022,20661.87713,18049.13788,19816.03306,19686.72803,17718.01494,19808.96627,18890.41645,19248.80425,19074.61248,19905.30201,17837.07181,18075.04897,18859.16054,18973.71428,19835.38733
455.2476@484.24,100287.73933,143103.39565,112695.47002,225960.09834,168048.95601,110094.77669,154495.61082,86585.43798,107643.86254,188817.05918,125696.67702,93181.03541,81624.94269,128948.2232,135469.13885,118203.81155,71649.41221,197039.06293,113901.07248,156685.92296,95124.6872,85058.7684,128884.80629,68227.27265,76966.7934,84150.07316,147752.51348,85812.8284,104376.79811,171245.00895
779.0478@507.87,54317.15459,60803.0092,61523.97282,90475.01461,71236.54994,84047.17418,64113.435,61647.2673,60113.39204,35955.20689,82641.8161,76928.93166,54605.05591,78607.3385,67377.6459,47510.193,49449.20852,79185.11472,61486.82596,55772.77194,49273.23294,51307.76635,53479.70904,49006.97436,59983.77448,57657.1158,51598.72335,53065.34075,67575.94316,67662.40106
213.0144@627.53,671304.88913,643712.36266,702561.41366,1291647.56345,900897.62103,1220279.38588,764605.57542,706873.53474,648313.66423,645941.27703,1260369.52471,928807.45479,657924.479,1167459.79057,734296.2581,689519.6017,669266.92117,1013507.70415,709292.84216,646294.36246,681612.23603,639863.5353,684646.80077,627271.67828,634667.22796,645736.90426,703039.11068,671687.14367,748535.49986,815139.04328
565.3599@459.54,21191.95129,10890.76158,14167.85088,8914.70201,7173.05149,12172.39299,21759.35406,6544.60588,10448.0834,16227.27113,6746.00281,6703.31372,13864.19171,9929.72865,14752.13062,22002.91957,9452.43627,7009.9355,15242.30164,12535.73691,11728.53413,9498.62215,3755.95684,12645.23428,12876.90636,15956.36587,5240.48876,2887.97811,17527.5361,13211.95623
309.2794@532.6,2045136.5974,2024982.22966,436796.86006,2036169.11232,1402263.15036,2908405.21193,2506274.46138,1302308.6071,486111.388,1798674.3171,1831651.44565,3247657.18536,803586.24418,2681393.01213,1978335.97519,573941.14759,1099029.25434,1298981.31635,466394.79096,538330.12254,1502331.62018,973213.73656,155643.84302,1873795.12267,1742779.12279,2588630.90667,170523.93285,644075.15719,1104385.12992,983971.39455
237.2218@479.02,82825.58837,72502.71441,29334.97884,38971.58567,63798.89126,108395.27623,101125.64074,64083.89284,30018.71912,79591.01995,68378.48547,110286.32502,58366.25089,45675.64844,56159.15881,31608.88448,55700.53295,42105.19934,43726.71492,30405.51355,67902.12571,57565.79113,14635.39923,67152.61127,57425.32297,85070.74527,15501.35071,38161.44252,58780.98963,45083.18936
597.955@509,189535.75788,210288.05684,209644.49075,304861.0129,232827.12913,308788.3849,233098.13334,230164.42209,214137.61137,211986.873,286750.17086,251264.14805,183790.66633,272477.12901,232296.35231,167887.29936,174039.72376,273519.61084,224843.05879,201022.79712,176153.71718,202572.51716,192690.35022,174099.76396,213164.24608,201134.88871,189852.46586,188780.95643,233256.91922,241056.21648
329.1644@478.98,18631.38042,20126.23279,7225.97374,10114.18646,18047.28514,25288.8872,26232.23751,15449.18184,8361.32606,19932.95077,17698.86126,28217.364,16537.99951,13598.33527,17726.85982,6640.64822,14823.54669,12696.68466,13056.8886,10198.41829,16483.91374,15545.53098,2347.1942,14880.54252,16121.51862,26197.25692,3652.60266,10810.62669,17371.26065,13617.79331
264.2409@488.04,9906.07674,9064.85349,1018.60778,5772.19389,7467.2682,12252.60563,12832.87789,8374.39094,2535.74512,10153.27981,7837.19181,13890.01169,4873.83438,6599.8688,7837.81008,3376.10334,7170.08985,5092.21634,3083.75094,2893.6609,6839.07961,5447.96259,66.2848,9152.65661,7151.90903,10999.06722,650.26135,3050.19921,5691.21567,4438.05027
207.8643@138.04,84587.55938,83898.49677,87845.06482,143587.95466,98814.66295,131663.97661,91343.3649,79903.30149,88790.49127,82222.96235,110407.0217,99813.33355,85344.56152,105245.05759,93428.63032,86832.17438,84426.85629,97165.77358,93618.34861,84487.49547,81162.4568,78875.9337,81785.60037,81098.78048,85137.81562,85695.78372,83984.40766,84684.04327,96576.84534,93137.58566
285.2704@530.71,901850.89794,891649.52195,444217.39385,487150.87425,589608.02867,1096000.38201,1052382.91187,560272.32707,375306.94133,899217.23434,936942.66293,1059012.75488,485250.08038,620441.76136,650629.46565,365994.56704,583654.59865,695308.21363,512159.28161,337579.65964,694909.2965,685935.4396,196261.23764,671214.43461,667767.10336,798940.94407,219591.15344,410901.50903,650873.08606,624744.21533
281.24@446.92,1343552.00348,923616.46441,150114.75141,516217.03324,640825.29696,2684753.0261,1197440.97231,853937.59303,354194.73676,1299893.9847,727806.3539,2520643.57999,625967.60435,632064.68051,854235.73243,247297.84025,827592.95283,532337.54604,235237.16334,211538.14328,1024745.31186,658059.90511,36422.13418,1012757.88445,900235.77866,1083026.20837,47599.07924,374411.8657,716158.24659,456819.08169
813.6828@478.76,103628.76833,86526.12016,17625.33206,26579.64354,98558.05493,137700.19731,125632.07203,58113.13503,14856.82059,126106.37989,74130.49303,209653.11226,86817.23881,41253.82353,62003.05223,23608.25639,56225.60719,36892.82196,28916.64408,15735.06685,78749.87409,56877.00368,32641.20279,77184.83439,53433.39096,106288.1755,1699.72368,26817.91186,67803.4855,40367.92915
216.8294@137.58,129956.21913,120073.41369,130210.98055,186856.24929,141635.65676,155230.00303,135343.26384,119384.72694,138516.44919,122164.64692,159775.08191,139561.56573,128281.46905,139657.12398,138217.0836,125997.98168,127132.99572,138745.08403,138149.71283,122327.08051,117880.41256,114753.39684,118430.1558,115368.3012,124055.69414,125033.75342,122809.23132,118916.81635,141993.34194,140714.00449
616.9584@509,278778.58107,303868.55408,316182.8276,469219.66136,347595.71105,463189.21899,339613.92206,345634.08461,318121.79716,320198.50779,423425.9605,375079.56379,274554.28001,396879.15259,324612.94145,245696.45278,271261.62789,394000.72661,313325.38384,293937.49754,271727.86244,297889.49189,284658.52333,260260.2922,294743.74309,309664.83033,284553.34317,282273.67097,350098.84574,361930.70702
712.0384@485.4,18729.06925,18709.75465,21267.13104,27407.30215,21888.78337,27172.76877,20583.47098,21861.03331,19916.48307,20229.68803,25706.63636,21333.73522,18129.06864,24819.82671,20273.37241,16780.65016,15418.35236,23248.75439,20091.0957,20742.49119,17466.26892,21067.86166,18046.13936,18811.75317,19718.62157,18334.02751,18170.76392,17834.16513,21783.48423,22520.46206
606.376@431.63,86507.49469,47219.29146,48489.01615,82489.42589,28970.90935,47708.43787,65739.42351,43375.69559,97472.26564,49925.66851,32935.84079,37456.35727,58266.31118,45483.97619,69486.36834,122354.48806,51620.7502,29558.68616,69757.89734,47522.27549,84296.3571,61180.32275,23711.78235,95205.80036,60715.06479,106688.55718,24900.32382,22762.61916,69161.08059,61517.45647
513.3535@479.89,42289.57944,524.41796,9846.70092,4944.54199,41035.93182,18773.14045,12215.80864,12427.02532,39348.84796,47971.4592,27904.22226,24364.09243,48666.8492,14851.2801,20146.50573,120578.63556,2298.67901,17214.37891,30475.61345,8938.82392,201010.3952,46984.63735,1997.98448,36190.51041,66970.51698,26581.16675,9235.49991,1000.69264,104299.12879,51053.74324
750.9121@520.06,16533.49502,16843.51506,16157.14038,31923.82845,21608.33154,31522.64516,20655.47072,21993.10842,17137.04255,17206.15326,30775.41059,22619.3406,14388.82715,29046.33151,20009.30661,14170.64039,14664.98764,25394.88317,19010.59115,15925.7034,13246.11817,17137.80688,13115.57675,12762.71242,18246.98271,17323.89525,15322.83517,16212.90683,20687.01507,24223.6901
388.2091@438.73,18631.54905,13017.42428,8796.03054,8945.13659,14325.70445,28397.17957,25895.48804,14509.98868,9836.50796,22210.51213,27426.50323,22341.39468,9173.0573,17985.04491,4662.46381,9348.16849,13001.41428,12141.20335,6807.53254,3336.08374,19116.25229,16556.96159,1310.88471,12018.31528,14498.30676,18691.70349,2484.59143,9416.34441,15832.95519,12186.85642
506.2563@459.83,15141.76725,9502.88522,11671.53126,7659.71721,9585.43899,10655.89094,18050.13336,8051.97917,12453.01236,13375.78701,7625.71094,7957.17651,15151.64947,11201.29303,13320.1104,18564.70543,11512.36435,8240.16636,14096.63767,8859.03589,14767.73365,14558.65158,6584.19543,13801.34144,10828.57218,14849.28362,6393.42117,6418.76847,16392.14013,13598.49677
621.0137@486.02,78072.0461,84640.98082,86805.16078,139261.89123,109591.67002,129328.65368,98730.4702,98942.57795,91082.82081,85973.46653,131103.56219,108952.67977,79085.33815,120868.03256,100912.91793,68731.15682,73886.88803,123462.25602,98517.98857,83267.08293,71139.96195,83322.96514,77809.89629,72332.04757,83617.51392,86452.20196,80627.02873,78345.39733,100325.21636,108245.55221
502.2557@509.38,6556.33683,19735.05749,16475.61987,4389.80348,9963.19562,4071.65918,3209.91857,2355.23773,36530.06587,11323.27043,1317.56567,5371.89373,2979.25808,7296.64598,16340.816,60289.50642,10489.55032,7008.1347,16942.24184,2654.58767,11097.09952,14051.91378,4060.26016,23137.4028,4247.1903,7036.42818,2394.67516,2111.81752,31193.2046,25147.41744
222.1491@230.94,11608.50604,6649.78379,11585.44429,6470.74354,10077.54856,8135.20586,11389.25206,11358.4161,9516.67358,11421.50368,8560.93707,11861.62088,5660.91117,10063.8556,12854.72837,9379.55167,12907.11375,8528.05066,10272.64351,7894.94518,11241.11615,11243.43252,7094.61501,9423.86666,9408.28317,11630.95838,8683.96323,8511.99141,11098.10275,10122.61771
255.3947@479.04,2188314.68983,2459549.54722,639328.48021,940564.01399,1624226.70759,3409219.2302,3243336.64185,2100554.90283,730883.13575,2587757.49906,2186552.66951,3535236.10374,1470076.76426,1128601.13188,1396546.73305,812668.17767,1438137.98211,1037749.24578,1055856.09924,805078.45113,1758557.98871,1455722.96503,303405.58323,1605867.97674,1339239.73862,2102994.25817,532634.59282,973250.86338,1426307.22574,1111271.64218
361.1901@438.65,15494.19805,11348.34219,8528.43502,7560.12398,9531.99423,24701.54512,21024.68193,12566.21619,7834.94632,16199.66809,4830.1321,17535.09532,9243.14386,13844.01827,8257.21603,9792.58648,13770.97492,9300.96658,4521.95054,4305.68147,18541.08544,13911.44416,3058.77296,15045.74358,12150.82708,13920.36605,4194.19193,8813.17767,11870.8342,9050.55996
655.9722@500.67,7346.27171,7724.3015,7611.77673,11531.79477,8529.30057,10551.96198,8760.83119,7978.36135,8627.06016,6629.7049,10323.1665,8874.32975,6010.83296,9985.95341,8476.67505,5166.0884,6080.5946,9786.70137,7728.34407,6984.46837,5341.66464,7189.79851,5791.14668,5616.42211,7159.78022,7235.47447,6576.25553,6820.93854,8166.16633,8377.54914
334.7965@645.09,14230.68642,14964.85793,13493.09435,19461.4253,14439.72845,17406.93147,14418.2566,14910.0365,14453.72973,14943.80105,17147.11719,15269.04413,15071.32897,14026.72881,14016.87982,12723.33417,13962.31733,15734.93508,13549.75879,14458.36412,13916.43132,11908.65019,1828.11023,15227.88214,4582.11798,15298.55499,1391.63245,659.68243,15549.5771,13993.6044
468.3762@420.32,109029.2,17134.67213,29089.51951,34978.65986,53822.55012,39292.7612,39469.88557,36263.1876,98110.47739,107938.72223,82771.81323,37559.07655,93684.436,48593.24138,97729.17974,235446.09908,36096.82031,66026.98243,116710.45893,38343.78731,389065.92292,145059.83764,25604.08383,93616.43448,225499.47182,91487.99162,39393.9296,16312.57074,234966.08868,91509.40932
812.68@478.84,435996.03778,361481.15355,79878.6493,115478.79557,403931.40839,555878.48975,514932.62318,254008.04515,59437.1476,522804.90327,308856.27977,810389.51093,354076.50963,176233.16527,265602.15698,101379.70071,240195.27918,155700.75017,128387.04966,72322.91938,338595.56577,236964.44695,15365.35582,314990.92767,227167.78589,424918.47584,9416.91922,124123.22141,278310.38765,173879.4837
321.2609@479.3,55402.89047,52464.12908,45117.51241,39123.50397,55677.07151,50562.04033,53311.54697,48801.53168,36990.76254,61824.69729,48969.94049,62651.2395,57974.75009,45472.25968,50630.24593,45537.56222,45623.22575,44456.96861,40813.41514,39522.46289,54148.47093,49930.54664,30118.35958,54147.35425,47562.2753,54061.63801,25110.41156,45488.03191,52898.19597,46601.33726
285.3659@488.01,615278.70408,536522.08145,14331.3875,274100.29009,417179.62475,641135.28232,681701.14598,9993.43107,91002.95884,609449.44651,353580.47362,725279.37926,347357.14073,17663.329,466066.1329,153433.53187,445753.48607,264002.76855,110915.01658,129325.35596,469877.95039,324454.75301,237.05772,552355.12699,413837.34517,614829.44356,201.53182,195045.54361,317881.00036,219461.15501
535.4607@479.02,522141.01039,458386.76472,142628.30693,186717.37961,406882.21847,641621.27994,610933.21821,374848.76993,127760.73436,525042.55139,397315.66761,727711.72558,366426.47024,248122.26407,327297.12095,160601.28705,315528.60931,223171.37649,226791.00044,146760.38473,395614.15336,332873.35898,44743.45435,390322.27184,324305.54514,506986.78603,48480.53358,205880.71871,338100.42987,247574.86854
251.2008@393.71,45694.58712,58410.59058,8719.18315,17793.51295,45714.47006,223939.9338,96411.20959,52971.9737,12286.79484,74071.33543,32467.97225,127281.16343,47117.81841,47145.99534,46820.58286,20367.39271,43998.09633,27141.52566,16992.63883,15584.87934,47359.50287,31965.39695,2025.65956,51518.20753,31636.27607,69964.48981,2464.00762,21377.5866,42153.21419,25072.41571
251.1474@409.48,29300.45881,28578.2068,27849.33239,30434.11724,28866.26717,31731.61886,32287.44013,33107.07849,28218.78921,29506.44559,29551.58379,28292.6211,24406.47603,30558.0015,28350.93725,31074.36875,30988.31281,30859.23134,26619.17841,27094.21226,26604.74466,29195.49008,26990.09778,31704.86352,27022.1319,27150.02255,26341.99272,23497.97083,26739.52218,31275.7902
504.9877@497.37,34287.13142,24001.53705,23462.36503,34038.05726,47351.17975,71006.46804,43974.76048,44308.41526,40479.37426,27357.75318,3949.91852,50770.77465,36768.02141,30803.85389,23035.93967,30797.28048,22441.38863,29073.98489,23693.55878,35924.93638,32748.28608,22129.60819,24131.64827,31257.478,23176.87478,20571.33959,44993.25845,34624.08037,51875.33076,57022.79501
467.3726@420.34,382473.99391,58627.74792,99352.92051,127737.08455,187635.28805,134541.10904,135331.56479,126068.68274,343314.42017,373252.82975,288166.02218,132548.52274,323769.42197,168157.89631,341713.51264,811311.36695,124612.53767,224741.13927,409547.35979,128539.23853,1353008.6838,476890.97945,82406.44322,326078.78536,774058.80991,307669.26205,134720.84998,60239.84777,816640.51771,329088.51102
871.6837@493.68,431865.42632,744404.19254,591186.60024,1036912.46813,416218.97018,1083964.15776,820514.07239,434387.39223,461094.60925,681030.13657,776495.53683,548412.4495,731095.21974,867132.92406,683514.93524,769494.54633,999928.48315,994378.3559,869825.5387,841936.73227,625178.09308,670258.55077,1801502.15367,850803.47791,662393.51167,708422.28676,945753.65995,661071.03768,950650.73349,795983.76805
622.0169@485.92,8820.00968,8469.56152,9693.39936,16323.62789,12707.16397,14832.60741,9877.95609,10907.49938,10235.10424,9123.83218,15725.2891,12816.30605,8739.94982,12344.81044,10932.50071,6691.52402,7063.02608,14195.60719,11575.94953,8567.55147,7026.804,9550.66626,8449.47521,8300.18865,9582.79308,10689.53243,11008.39755,8644.33622,11622.66766,12420.45408
734.9612@518.99,7837.05059,7720.93255,6710.57072,10992.26172,9324.59533,11373.33245,9353.34655,8761.89276,8169.65576,6685.94734,12119.89414,10200.14557,5955.20374,9887.07887,8785.39279,7273.04796,6334.13742,10549.806,9365.39667,8015.78807,7126.13067,7436.73207,7487.72696,5477.14237,7316.96764,7725.30427,6147.81622,6516.13507,9195.60223,9015.61984
811.6767@478.81,877857.58267,767087.31036,169522.95605,236145.46003,806659.065,1135464.44447,1046354.67431,539309.81408,129960.58182,1031990.70611,646278.8948,1570728.33702,696605.60878,355577.69216,534986.76814,211367.24977,487283.33838,324940.73992,262057.86339,162501.8878,703110.6844,489517.51457,33578.60909,661575.69242,469452.11772,875948.2502,21869.71489,267172.72589,595760.68077,381258.17359
533.455@479.03,7872853.00141,6945695.57005,2269810.52809,2923046.57876,6139401.51347,9785333.03514,9367838.52429,5734745.55797,2041128.37801,7858698.72203,5982427.72255,11129598.30382,5529077.33654,3801801.87274,5040482.21948,2456830.88705,4916012.54887,3424006.9751,3514585.26999,2345579.08981,5980198.79694,5016882.25105,759492.21391,5756841.33712,4983541.55828,7529869.7873,794659.00356,3216220.34906,5095498.90257,3751952.84275
363.2516@488.2,2895586.12747,3189427.52422,1737786.91489,2353832.67242,3116807.55065,3117803.47665,3474808.12865,2925021.30647,2011730.98982,3436651.8021,2786028.34072,3987158.69647,2789954.00429,2730992.64034,2894614.96334,2075144.76675,2600454.49613,2800744.77727,2255810.42404,2080560.09401,2761891.95896,2547068.66598,1365282.21131,2829021.8501,2766505.52777,3089471.35714,1276197.96388,2315123.99813,2795122.94362,2653788.91292
364.2545@488.22,589830.6915,638197.51145,363463.07587,487332.74146,631839.27491,646119.97418,694562.31466,601979.42544,416427.73462,712636.91023,580594.96977,809089.21322,566825.7302,561880.78482,597250.91422,428502.93236,537564.15843,586044.01557,469010.89299,430469.23287,568125.36375,530206.13941,282357.81158,585383.92923,572432.26386,626001.57356,264150.36012,476800.04754,581398.48334,550057.25732
667.488@487.93,173962.13155,188842.83177,79284.3084,141081.89528,230264.2114,211258.22366,232687.62485,152735.42006,98667.02394,272841.00331,154551.12534,425809.90911,204436.06983,170972.09282,183037.7192,121527.09902,150941.60691,193425.23583,80851.5769,93536.95542,203220.85469,131347.91971,45599.577,196924.59751,150516.53365,212475.00103,30042.54593,126954.4984,169413.19435,152446.28167
224.0282@309.46,26197.21341,24933.2821,25420.74294,26627.78106,27665.84946,28361.88775,29510.42316,28013.73252,25832.17609,28010.75466,25960.95185,27126.78617,25005.73323,29928.44601,23748.13073,24840.34655,24694.62492,24841.41914,22258.69888,21867.54699,22854.22756,25492.30213,20469.50651,28593.87973,23129.98298,27371.54632,19933.01903,24291.63369,24652.67141,28917.119
802.5608@506.53,52989158.04382,52240374.94887,61962420.68439,33819223.59689,8501268.33603,34924031.17483,37757366.58771,46567528.2452,63793961.14241,15245589.94982,33346093.25719,33738128.72926,23456161.56763,39613418.83525,56346663.95404,9458876.7857,70458096.69521,40878735.21002,69656207.89014,67855130.47553,43781232.25425,53581748.32959,30772571.45133,59906522.46471,50822810.37056,37043646.0614,71366794.16283,63317778.87114,10682664.96706,57727412.79021
340.2022@393.95,206261.44079,445742.98927,418202.67016,327660.55094,274545.19284,387611.36105,374275.76789,276595.35108,266675.68,241116.28145,312783.695,292638.51147,237141.82691,295184.86182,280557.33211,184128.10319,360717.36656,331952.70898,275982.41523,229624.39644,171137.60768,215290.39294,204003.23779,229597.28687,235060.83223,276418.71562,289475.66027,206247.79562,316175.00483,280563.06609
518.4835@478.95,63153.10571,51968.60169,16282.35864,19203.31031,46559.01072,74877.22606,72236.94549,39582.28097,13135.41341,65400.71093,43026.62202,94951.59628,43400.00911,26231.68227,37593.91251,17192.17027,36979.58084,24500.32167,22987.87355,17102.02077,46213.77949,37320.2428,4519.29573,47392.64729,36015.22586,61386.53826,4767.18632,23209.0126,38469.03669,26225.36375
271.2271@312.94,56848.32447,51074.10362,40749.73774,56795.47585,81838.15638,51887.3538,59237.32728,44598.40005,41460.36982,59327.51508,64176.95821,56134.48945,45339.49931,45484.4696,43719.41257,56493.91738,43772.41423,77550.90439,49935.31723,39294.78479,45478.14659,45435.70533,35343.68807,41454.71086,58461.14523,6680.54177,62117.90191,55831.8789,48511.20055,47385.59983
